Hewlett-Packard-stock	value-weighted-index	equal-weighted-index	S&P500-index
   0.143  -0.003   0.243  -0.184
   2.671   0.455   0.395   0.455
  -0.417  -0.872  -0.130  -1.054
  -1.120  -0.412  -0.146  -0.422
   1.260   0.318   0.421   0.281
   0.554   0.248   0.294   0.274
   1.428   1.099   0.567   1.274
  -0.274  -0.466   0.061  -0.765
  -1.103  -0.080   0.078  -0.072
  -1.538  -1.395  -0.539  -1.604
  -0.565  -0.529  -0.468  -0.411
  -0.569  -0.081   0.094  -0.041
  -1.147  -0.296  -0.058  -0.348
  -0.723   0.185  -0.160   0.250
   1.869   0.182  -0.016   0.267
  -0.572   0.588   0.465   0.595
   0.287  -0.335  -0.062  -0.557
  -0.143   0.215   0.696   0.104
  -0.862  -0.249  -0.377  -0.210
  -2.484  -1.437  -0.937  -1.560
   2.195  -0.380  -0.690  -0.235
  -1.311  -0.190   0.234  -0.256
   3.458   0.590   0.413   0.604
   3.343   0.742   0.507   0.862
   0.683   1.232   0.503   1.459
  -0.136   0.028   0.149  -0.069
  -0.410   0.350   0.253   0.497
  -0.137   0.169   0.233   0.280
  -0.274  -0.045  -0.037  -0.030
  -0.275  -0.198  -0.110  -0.277
   2.045   0.470   0.351   0.558
   0.135  -0.623  -0.264  -0.732
   0.672  -0.374   0.058  -0.421
   0.134  -0.750  -0.472  -0.877
  -0.402  -0.040  -0.345   0.150
   1.201   0.270   0.150   0.236
   1.709   0.601   0.441   0.698
   1.937   1.461   0.864   1.686
   0.128  -0.155   0.307  -0.300
  -0.512  -0.760  -0.643  -0.835
   0.257  -0.249   0.038  -0.409
  -1.029   0.245   0.268   0.300
  -2.224  -0.895  -0.193  -1.210
   2.224  -0.048  -0.420   0.169
   1.413   0.485   0.117   0.557
   1.268  -0.091  -0.148  -0.049
  -1.140  -0.250  -0.133  -0.230
  -0.511  -0.390  -0.124  -0.432
   0.511   0.651   0.102   0.795
   0.635  -0.082   0.080  -0.217
  -0.253   0.042   0.027   0.127
   1.512  -0.438  -0.173  -0.441
   0.125  -0.425  -0.141  -0.454
  -0.376  -0.724  -0.665  -0.691
  -3.831  -1.787  -1.287  -1.807
  -0.392  -0.114  -0.460  -0.033
   1.685   0.644   0.769   0.524
   0.768   0.336  -0.238   0.412
   1.519   0.246   0.188   0.222
  -1.775  -0.166   0.515  -0.326
  -2.722  -0.979  -0.829  -1.057
   2.209   0.721   0.454   0.971
   0.385   0.094  -0.105   0.007
  -0.128  -0.146  -0.369  -0.049
  -1.681  -0.525  -0.573  -0.416
  -3.449  -1.386  -1.170  -1.289
   2.663   0.150  -0.333   0.340
   0.393   0.381  -0.188   0.557
  -1.717   0.236   0.045   0.151
   1.716   1.019   0.554   1.065
   0.574   0.360   0.643   0.084
   0.131   0.466   0.328   0.755
  -0.785  -0.176  -0.284  -0.194
   2.337  -0.044   0.141  -0.177
  -0.386   0.623   0.469   0.547
   1.408  -0.029   0.151   0.015
   1.763   0.244   0.400   0.033
   0.250   0.457  -0.026   0.572
  -0.125  -0.365  -0.360  -0.349
   1.853   0.263   0.323   0.067
  -2.228  -0.082   1.133  -0.413
  -1.513  -0.246   0.400  -0.035
   0.759   0.328   0.504   0.348
  -0.505  -0.013   0.286  -0.080
   1.758   0.193   0.470   0.074
   1.115   0.101   0.272   0.033
   1.467   0.208   0.135   0.184
   0.363  -0.047   0.044  -0.002
  -0.364   0.016   0.293  -0.006
   0.846   0.856   0.771   0.934
   1.315   0.785   0.457   0.729
  -0.119   0.208   0.374   0.143
   1.182  -0.090   0.097  -0.072
   0.352  -0.537  -0.239  -0.590
  -1.653  -0.490  -0.036  -0.466
  -0.836  -0.030  -0.476   0.224
   1.193   0.193   0.333   0.009
  -2.280   0.217   0.061   0.338
  -1.098   0.055   0.063   0.188
   0.855   0.378   0.248   0.441
  -1.718  -0.442  -0.423  -0.401
  -0.496   0.393   0.521   0.407
   1.849   0.159   0.150  -0.004
  -0.859   0.481   0.429   0.507
  -0.370   1.221   0.762   1.231
   1.106   0.606   0.455   0.519
   0.244  -0.046   0.222  -0.069
   0.729   0.147   0.275   0.079
   2.747  -0.054   0.368  -0.208
  -1.185   0.250   0.432   0.264
   0.476   0.032   0.123   0.039
   0.119   0.111   0.212   0.187
  -0.118   0.478   0.418   0.411
   9.498  -0.042  -0.074   0.140
  -1.302  -0.513  -0.065  -0.672
  -0.219  -0.024  -0.117   0.156
   1.198   0.414   0.125   0.486
  -0.216   0.466   0.294   0.378
   0.324   0.170   0.306   0.277
  -0.869  -0.784  -0.873  -0.885
   0.326   0.807   0.635   0.706
   1.724  -0.298  -0.038  -0.358
  -1.074  -0.084  -0.007  -0.107
   0.753   0.132   0.313   0.060
   1.595  -0.093  -0.310   0.043
   0.840  -0.694  -0.661  -0.726
  -1.052   0.210   0.134   0.212
   1.051   0.068   0.150   0.004
  -0.524   1.099   0.664   1.318
   1.254   0.100   0.124   0.098
  -0.416   0.557   0.432   0.578
   0.624  -0.126   0.231  -0.205
  -0.582   0.570   0.442   0.715
   0.521  -0.041   0.169   0.022
   0.932   0.130   0.053   0.125
   1.025  -0.216  -0.182  -0.216
  -0.102   0.074   0.043   0.121
   0.509   0.110   0.290   0.056
  -0.102   0.926   0.634   1.007
  -0.612   0.496   0.250   0.444
   1.421   0.152   0.200   0.139
  -1.934  -0.136   0.070  -0.155
  -1.762  -0.029   0.416  -0.179
   0.729  -0.245   0.313  -0.301
   0.828   0.135   0.052   0.228
   0.206   0.452   0.110   0.674
  -1.554   0.143   0.261   0.065
  -0.523   0.073   0.212   0.101
   0.732  -0.040   0.101   0.067
   2.062   0.245   0.245   0.117
   0.102  -0.127   0.142  -0.292
  -0.306   0.346   0.330   0.323
   1.017   0.347   0.544   0.405
   2.004  -0.446   0.001  -0.611
   1.575  -0.283  -0.131  -0.150
  -1.575  -0.274  -0.194  -0.089
   1.575   0.172   0.304   0.073
   0.000   0.525   0.447   0.631
   2.317   0.734   0.501   0.861
   0.191  -0.068   0.123  -0.154
  -0.573   0.143   0.324   0.109
   0.763   0.210   0.353   0.174
   0.568   0.178   0.329   0.226
  -2.877  -0.080   0.040  -0.087
   0.195   0.100   0.166   0.117
   4.740   0.918   0.403   1.086
  -0.744  -0.061  -0.338   0.012
  -0.562  -0.053   0.138  -0.081
   0.561   0.644   0.404   0.735
   0.000   0.043   0.095  -0.076
   1.665   0.168   0.236   0.153
   0.183   0.212   0.321   0.002
   0.183   0.233   0.335   0.225
   3.767   0.440   0.393   0.416
  -2.136   0.174   0.203   0.085
   1.073  -0.152   0.140  -0.212
  -2.340  -1.226  -0.401  -1.431
  -1.838  -0.066   0.007  -0.075
   2.564   0.729   0.399   0.855
   2.324   0.849   0.386   0.939
  -0.887  -0.001   0.165   0.004
  -1.256   0.001   0.132  -0.004
  -3.490  -0.754  -0.104  -0.939
  -3.422  -0.167  -0.254  -0.013
   2.106   1.399   0.538   1.859
   2.801   0.159   0.202   0.017
   2.186   0.041   0.465  -0.184
  -0.542   0.618   0.632   0.578
  -1.093  -0.018   0.284  -0.009
   0.365  -0.300   0.117  -0.453
   1.809  -0.053   0.314  -0.146
  -0.539  -0.704  -0.022  -0.831
  -0.724   0.500   0.351   0.555
   1.262   0.910   0.575   0.969
   1.246   0.105   0.220   0.078
   2.793   0.259   0.498   0.121
   3.883   0.419   0.334   0.504
   1.250   0.901   0.351   0.993
   0.164   0.039   0.160  -0.044
  -1.816  -0.027   0.298  -0.183
   2.306   1.086   0.572   1.295
  -1.808  -0.228   0.014  -0.247
  -1.504  -0.958  -0.480  -1.020
   0.838  -0.333   0.118  -0.312
  -1.007   0.321   0.110   0.423
  -0.338  -0.014   0.226  -0.158
   0.842   0.316   0.957   0.162
   0.669   0.340   0.274   0.429
   1.489   0.208   0.269   0.031
   3.707   1.118   0.566   1.222
   1.102   0.634   0.929   0.429
   1.244   0.213   0.440   0.147
  -1.872  -0.303   0.184  -0.434
   2.489   1.098   0.944   1.095
   2.727   0.072   0.311   0.020
  -1.203  -0.133   0.307  -0.198
  -0.151   0.427   0.364   0.504
  -2.299  -0.771  -0.444  -0.760
  -3.471  -1.626  -1.639  -1.348
  -0.161   0.599   0.798   0.464
  -0.323   0.087   0.447   0.014
   1.123   0.702   0.691   0.543
   1.582   0.740   0.577   0.800
   1.248   0.229   0.417   0.091
   0.772   0.688   0.582   0.641
  -1.395  -0.258   0.346  -0.406
  -2.848  -0.074   0.257  -0.155
  -2.767  -0.462  -0.251  -0.432
  -4.385  -0.162   0.099  -0.150
   2.385  -0.088  -0.020  -0.009
  -1.869   0.168   0.371   0.034
   0.000   0.253   0.348   0.195
   1.700   0.073   0.146   0.064
   1.340   0.022   0.250  -0.121
   0.664  -0.264   0.161  -0.405
   0.659  -0.317   0.040  -0.421
   3.548   0.714   0.339   0.831
  -1.276  -0.086   0.137  -0.209
   5.769   0.448   0.518   0.251
   1.653   0.032   0.421  -0.166
  -0.448   0.094   0.460   0.030
  -4.282  -0.200   0.205  -0.197
   0.778   0.179   0.012   0.253
   0.464  -0.235   0.233  -0.426
   0.154  -0.041   0.007   0.057
  -2.812   0.409   0.419   0.473
  -2.082  -0.270  -0.107  -0.187
  -0.325   0.029  -0.369   0.170
   1.450   0.325   0.543   0.164
   2.372   0.323   0.508   0.171
  -2.052   0.295   0.467   0.348
   5.884   0.954   0.369   0.941
  -0.150   0.372   0.447   0.176
   0.301   0.093   0.458   0.021
   0.897   0.510   0.729   0.418
   1.624   0.265   0.182   0.215
  -2.071   0.291   0.421   0.452
   1.924   0.377   0.360   0.391
  -0.884   0.567   0.433   0.833
  -4.850  -0.169  -0.187  -0.045
   1.326  -0.124  -0.251  -0.099
   2.877   0.303   0.201   0.245
   0.149   0.444   0.364   0.439
  -0.748  -0.570  -0.224  -0.645
  -0.451  -0.304  -0.130  -0.218
   0.901  -0.168  -0.286   0.014
   0.744  -0.095  -0.235  -0.069
  -1.796  -0.294  -0.904  -0.064
   3.415   0.895   0.809   0.828
  -2.663  -0.061   0.648  -0.249
  -1.055  -0.599  -0.715  -0.461
   0.604  -0.143  -0.645   0.107
  -2.593  -0.426  -0.657  -0.149
   2.141   0.308   0.111   0.199
  -2.141   0.035   0.227  -0.024
  -3.300  -1.029  -1.270  -0.710
   0.160  -0.232  -0.667  -0.147
   1.739   0.608   0.716   0.335
   3.843   0.776   0.698   0.626
   0.751   0.362   0.609   0.240
   3.385  -0.174  -0.084  -0.251
   4.388   0.574   0.136   0.641
   1.920   0.219   0.227   0.112
   0.812   0.312   0.030   0.545
  -4.409  -0.553   0.062  -0.541
   3.052  -0.412  -0.591  -0.410
  -0.273   0.146   0.042   0.256
  -1.658  -0.808  -0.554  -0.699
   2.067  -0.925  -0.915  -0.992
   0.816   0.407   0.044   0.516
   3.849   0.644   0.249   0.610
  -3.579  -0.180   0.184  -0.300
   0.404   0.492   0.164   0.467
   1.467   1.037   0.728   0.937
  -0.531   0.323   0.511   0.144
  -2.836  -0.241  -0.014  -0.358
  -3.769  -0.467  -0.283  -0.365
   0.567   0.704   0.253   0.915
   5.504   0.453   0.372   0.262
   1.725  -0.091   0.150  -0.091
  -1.726  -0.114  -0.263  -0.071
  -4.659  -0.621  -0.435  -0.509
   3.717   0.524   0.029   0.789
   0.808   0.591   0.364   0.567
  -5.228   0.408   0.350   0.456
  -5.219  -0.525  -0.289  -0.538
   0.000   0.229  -0.351   0.566
   0.000  -0.196   0.236  -0.307
   1.037   0.355   0.408   0.262
   1.607   0.179  -0.210   0.225
  -0.145   0.772   0.349   0.849
  -2.053   0.410   0.408   0.196
  -1.643  -0.013   0.643  -0.375
  -1.364   0.158   0.476   0.266
   1.063   1.039   0.449   1.098
  -1.215   0.469   0.072   0.650
  -0.921   0.214  -0.115   0.404
   1.531  -0.660  -0.236  -0.649
   5.471   0.204   0.341   0.213
  -0.288   0.250  -0.098   0.329
  -4.124  -0.244  -0.279  -0.119
  -2.899   0.433   0.368   0.469
  -3.305  -0.772  -0.174  -0.770
  -2.265  -0.263  -0.251  -0.094
   1.398  -1.723  -1.819  -1.558
   8.228   0.980   0.553   0.840
  -0.898  -0.480   0.616  -0.984
   0.749   0.706   0.619   0.748
   1.040   0.342   0.619   0.239
   1.175   0.318   0.047   0.383
  -1.323   0.156   0.217   0.037
  -0.892  -0.033  -0.123  -0.067
   0.000   0.440   1.131   0.295
  -0.299   0.656   1.055   0.776
  -2.272  -0.020   0.474   0.095
  -2.324  -0.771  -0.586  -0.585
  -0.787  -0.105   0.545  -0.159
   0.630   0.263   0.365   0.282
  -2.544  -1.598  -0.964  -1.468
  -1.133  -1.563  -0.985  -1.816
   3.520   0.841   0.747   0.701
  -1.425  -0.096   0.105  -0.146
  -3.406  -0.528  -0.456  -0.332
   4.359   1.005   0.036   1.427
  -3.048  -0.054   0.070  -0.341
  -1.642   0.375   0.479   0.308
   2.936   0.572   0.380   0.588
   3.786   0.428   0.596   0.257
  -0.310  -0.005   0.205  -0.099
   4.256   1.022   0.566   1.163
  -2.868  -0.367   0.185  -0.474
   2.271   0.619   0.392   0.741
  -0.150   0.392   0.299   0.417
   1.044   0.910   0.491   0.946
   0.591   0.801   0.645   0.928
   2.620   0.459   0.524   0.383
  -0.144  -0.234   0.290  -0.410
   2.557   0.703   0.300   0.874
   1.531   0.680   0.372   0.761
  -1.111   0.352  -0.009   0.555
   1.662   0.776   0.452   0.941
  -0.967   0.088   0.292   0.046
   0.277   0.550   0.082   0.771
  -2.238  -0.185  -0.224  -0.142
   0.141  -0.413   0.267  -0.749
  -2.575  -0.275   0.195  -0.652
   9.926  -0.348   0.273  -0.514
   0.524  -1.047  -0.689  -1.137
   2.705   1.020   0.792   1.156
   4.715   1.515   0.905   1.646
   0.242   0.069   0.210   0.033
  -2.324  -0.991  -0.166  -1.317
   0.862  -0.413  -0.103  -0.496
   1.582  -0.166   0.335  -0.386
  -2.693  -0.551  -0.033  -0.672
  -5.745   0.262   0.224   0.613
  -1.190   0.891   0.311   0.994
   3.141   0.672   0.231   0.762
  -3.809  -0.342   0.090  -0.580
   0.000   0.189   0.103   0.253
  -3.127  -2.885  -2.050  -3.132
   4.984   0.939   0.800   1.024
  -1.456  -0.467  -0.178  -0.459
   1.061   0.451   0.557   0.229
   0.919   0.426   0.616   0.362
   4.348   0.155   0.354   0.087
   3.275   1.418   0.707   1.734
  -1.714  -0.116   0.170  -0.147
  -3.646  -0.258   0.053  -0.262
  -2.989  -0.070   0.326  -0.122
   2.347   0.228   0.374   0.220
  -2.876  -0.249  -0.245  -0.089
  -0.665   0.317  -0.029   0.450
   0.267  -0.315   0.141  -0.624
  -0.534   0.036   0.080   0.005
   0.800  -0.172   0.831  -0.531
   2.233   1.021   0.241   1.267
  -0.391   0.238   0.252   0.234
   0.521   0.136   0.408   0.095
   0.000   0.054   0.225  -0.003
   1.160  -1.615  -1.160  -1.788
  -0.643  -0.086   0.336  -0.319
   0.899  -1.084  -0.035  -1.362
  -1.417  -0.505  -0.260  -0.367
  -1.043   0.805   0.610   0.872
   2.204   0.800   0.623   0.904
   2.030   0.498   0.457   0.390
  -1.137  -0.453   0.061  -0.527
   1.513   0.473   0.669   0.312
  -0.250   0.240   0.431   0.227
   1.618   0.590   0.592   0.436
   1.835   0.598   0.586   0.568
   2.867   0.018   0.379  -0.216
   3.586   0.457   0.708   0.414
  -0.342   0.175   0.636   0.090
  -2.190   0.104   0.331   0.107
  -1.290   0.046   0.373   0.002
  -0.473   0.232   0.647   0.063
  -1.074  -1.548  -0.573  -1.726
  -1.693  -0.073   0.496  -0.272
   3.828  -0.129   0.212  -0.128
  -2.375  -0.354  -0.149  -0.399
  -0.240   0.581  -0.103   1.015
   0.481   0.262   0.653   0.104
   3.996   1.057   0.833   1.025
   3.509   1.271   0.704   1.435
   0.444   0.706   0.671   0.616
   0.772  -0.009   0.327  -0.027
  -7.767   0.048   0.314  -0.086
   3.844   0.545   0.665   0.609
   0.456   0.594   0.559   0.632
  -1.259  -0.032   0.186  -0.058
  -1.743   0.608   0.530   0.837
  -0.824  -0.238   0.144  -0.358
   0.236   0.248   0.561   0.370
  -0.711  -0.854  -0.449  -0.930
  -0.119  -0.645  -0.314  -0.642
   0.710   0.515   0.494   0.562
   0.588  -0.139   0.575  -0.385
  -1.062  -0.228  -0.195  -0.215
   2.577   0.658   0.364   0.728
  -1.985   0.693   0.498   0.870
  -1.545  -0.739  -0.407  -0.800
   1.663  -0.206  -0.481   0.042
  -0.710  -0.084   0.058  -0.171
   0.945  -0.108   0.031  -0.177
  -3.345  -0.060   0.175  -0.288
  -1.840  -0.272  -0.270  -0.167
  -1.748  -0.411  -0.212  -0.310
  -0.010  -0.185  -0.275  -0.104
  -1.399  -0.713  -0.933  -0.467
  -0.771  -0.096  -0.406  -0.015
  -1.691  -0.303  -0.734   0.021
   0.524   0.567   0.310   0.713
   2.450   0.362   0.191   0.301
  -2.320  -0.214  -0.479  -0.055
  -0.785  -0.780  -0.955  -0.614
   3.866   0.587   0.126   0.624
   0.756   0.735   1.377   0.311
   1.988   0.759   0.381   0.780
  -4.144  -0.238  -0.031  -0.337
  -3.523  -0.308  -0.183  -0.180
  -2.148  -1.986  -1.029  -2.250
  -1.091  -0.827  -0.922  -0.748
  -4.489   0.356   0.085   0.338
   2.129  -0.179  -0.847   0.200
 -12.713  -1.810  -2.136  -1.597
  -0.320   0.011  -0.070   0.081
  -2.102  -2.641  -2.526  -2.569
   8.456  -0.533  -1.355  -0.227
   3.250   1.382   2.239   0.903
   1.729   1.577   1.410   1.486
  -1.729  -0.729  -0.092  -0.754
   0.579  -0.925  -1.025  -0.780
  -5.342  -1.416  -1.597  -1.095
   6.205  -0.261  -1.584  -0.035
   0.287   0.916   1.068   0.718
   0.853   0.906   0.897   0.746
  -3.458  -0.749  -0.391  -0.788
   2.319   0.480  -0.002   0.687
   0.856   0.739   0.753   0.735
  -0.570   1.532   0.735   1.562
   3.372   1.802   1.338   1.900
  -1.391  -0.258  -0.025  -0.342
  -1.126   0.303   0.244   0.325
   4.161   0.405   0.513   0.269
   0.272  -0.128   0.169  -0.236
  -1.364  -0.242   0.137  -0.074
  -1.662   0.531   0.037   0.552
  -2.260  -0.753  -0.417  -0.841
  -0.573   0.386   0.421   0.280
  -8.388   0.117   0.208   0.035
   4.581   0.431   0.472   0.441
   2.068   0.116   0.006   0.206
  -0.587  -0.106   0.075  -0.134
  -1.482  -0.056   0.077  -0.093
   2.652   0.839   0.623   0.840
   1.443  -0.338   0.205  -0.545
   2.825  -0.341  -0.112  -0.473
   0.833   0.407   0.463   0.379
   0.550   0.031   0.371  -0.239
  -2.223  -0.904  -0.180  -1.121
  -1.699  -0.593   0.197  -0.826
   1.980   0.170  -0.368   0.418
  -0.844   0.170   0.226   0.136
  -2.866  -0.933  -0.404  -0.945
   1.443   0.959   0.668   0.956
   0.571   0.954   0.396   1.224
   0.851   0.071  -0.010   0.008
  -0.851   0.428   0.189   0.522
   1.415   0.629   0.446   0.575
   4.665   1.259   0.713   1.392
   3.426   0.495   0.195   0.504
   0.517  -0.107  -0.036  -0.152
  -0.516  -0.155   0.131  -0.215
   0.000   0.199   0.131   0.225
   1.542   0.506   0.361   0.587
  -1.553  -0.176  -0.180  -0.079
   0.518   0.006   0.106  -0.127
  -0.258   0.178   0.237   0.032
  -2.625   0.221   0.357   0.004
   1.321   0.083   0.327   0.048
   2.335   0.207   0.282   0.166
  -1.811   0.058  -0.185   0.255
  -3.995   0.736   0.488   0.712
  -1.643  -0.149  -0.032  -0.177
  -3.657   1.103   0.454   1.245
   5.029   0.195  -0.102   0.274
  -1.649  -0.416  -0.147  -0.391
   1.648  -0.474  -0.206  -0.559
  -2.204  -0.206   0.095  -0.306
   3.018   0.686   0.328   0.867
   1.342   0.439   0.176   0.410
  -1.342  -0.134  -0.253  -0.138
   2.139   0.098  -0.127   0.262
  -0.265   0.256   0.079   0.365
   1.055   0.364   0.177   0.541
  -2.660  -0.241  -0.360  -0.136
   0.000  -0.609  -0.686  -0.463
  -0.270   0.022  -0.159   0.099
  -3.018  -0.445   0.154  -0.706
   1.657  -0.185   0.016  -0.195
  -0.825  -0.568  -0.530  -0.523
  -2.235   0.259  -0.584   0.606
  -0.282   0.002  -0.043  -0.086
   0.000   0.618   0.501   0.621
  -0.283  -0.159  -0.119  -0.213
  -2.009   0.288  -0.268   0.420
   2.293   0.860   0.080   1.043
   3.068   1.363   0.559   1.452
   5.349   0.417   0.311   0.421
  -1.311   0.369   0.226   0.435
   1.049   0.201   0.219   0.144
   0.261  -0.176  -0.045  -0.317
   1.294   0.190   0.162   0.215
   2.036   0.590   0.293   0.648
   2.488   0.093   0.089   0.236
  -2.236  -0.142  -0.209  -0.081
   5.855   0.541   0.017   0.695
  -0.714   0.248   0.130   0.241
   0.950  -0.184  -0.006  -0.161
   2.106   0.734   0.688   0.802
   0.231   0.961   0.549   1.103
  -0.695  -0.156  -0.207  -0.141
   0.464   0.038   0.399  -0.127
  -0.231   0.291   0.712   0.268
   3.645   0.061  -0.131  -0.061
  -2.262  -0.683   0.342  -1.100
   3.154  -0.314   0.002  -0.426
   0.000  -0.058   0.404  -0.097
  -2.697  -0.726  -0.890  -0.644
   2.252   1.376   0.939   1.365
  -3.168  -0.250   0.183  -0.296
  -1.389  -0.924  -0.856  -0.915
  -5.264  -1.235  -0.176  -1.555
   0.978  -0.270  -0.240  -0.090
  -2.463  -1.053  -0.627  -1.057
   0.249   0.460  -0.205   0.700
   4.855   0.833   0.587   0.755
  -1.192   1.565   0.541   1.925
  -1.216   0.310   0.158   0.416
  -0.733  -0.318  -0.380  -0.260
   0.245   0.473   0.206   0.548
   1.215   0.574   0.199   0.636
  -0.242   0.193   0.181   0.128
  -0.242  -0.202  -0.163  -0.389
  -2.457  -0.955   1.067  -1.754
   0.249  -0.741   0.079  -0.505
   2.935   1.340   1.244   1.484
   4.014   0.066   0.490  -0.051
   0.922   0.734   0.723   0.743
  -2.555  -0.384   0.426  -0.642
  -0.235   0.743   0.610   0.856
   1.869   0.515   0.339   0.614
   1.150  -0.021   0.235   0.001
  -1.151   1.096   0.486   1.223
   0.692  -0.164   0.010  -0.216
   0.000   0.286   0.315   0.331
  -0.692   0.718   0.552   0.831
  -1.399   0.320   0.399   0.068
   1.398   0.465   0.202   0.772
  -0.464   0.393   0.134   0.447
  -3.310  -0.814   0.188  -1.109
  -0.240  -0.931  -0.457  -0.909
  -1.212  -0.663  -0.335  -0.717
  -0.981   0.048   0.263   0.000
   1.224   0.667   0.252   0.973
   4.053   1.175   0.440   1.500
  -1.650   0.329   0.463   0.254
  -0.955   0.023   0.161   0.073
  -0.240   0.132  -0.065   0.321
  -2.433  -1.228  -0.427  -1.401
   0.980   0.214   0.087   0.240
   1.213   0.938   0.349   1.199
  -5.447  -0.627  -0.439  -0.524
   3.254   0.360  -0.195   0.529
   0.000   1.482   0.675   1.655
  -0.246   1.013   0.461   1.121
  -0.495  -0.176   0.214  -0.412
   3.535   0.699   0.240   0.961
   8.382  -0.287   0.036  -0.467
  -1.554  -1.107  -0.527  -1.200
  -0.224  -0.216   0.010  -0.128
   1.336   0.829   0.159   1.055
   4.330   0.268   0.235   0.216
  -0.212  -0.737  -0.511  -0.785
  -3.456  -1.205  -0.391  -1.326
  -1.328  -0.457  -0.231  -0.536
   1.327   0.379  -0.156   0.566
   1.093  -0.228   0.177  -0.550
   1.511   1.151   0.534   1.386
  -0.861  -0.256  -0.005  -0.429
  -3.071   0.670   0.337   0.800
   0.666   0.867   0.326   1.072
  -2.011  -0.193  -0.056  -0.284
  -1.363  -0.770  -0.406  -0.877
   1.814  -1.609  -0.859  -1.845
  -0.450   0.348   0.220   0.456
   0.450  -0.112  -0.750   0.319
   0.672  -0.728  -0.550  -0.763
  -1.122  -0.611  -0.886  -0.494
   2.893  -0.182   0.128  -0.398
  -0.219   0.118   0.076   0.185
   0.211   0.490  -0.510   0.862
  -1.550  -0.036   0.048  -0.230
  -0.447   0.249   0.341   0.181
  -1.354  -1.873  -0.729  -2.124
  -3.000  -2.224  -1.269  -2.190
  -2.131   0.183  -0.592   0.332
  -3.159  -1.139  -0.783  -1.263
   0.000  -0.031  -0.279   0.028
   4.112   1.092   0.706   1.005
  -0.475   0.781   0.699   0.556
   0.947   0.425   0.177   0.523
  -2.871  -0.543   0.211  -0.724
  -2.706  -0.398  -0.065  -0.297
  -1.003  -2.443  -1.271  -2.766
   0.000   0.519  -0.258   0.821
   1.003   1.197   0.378   1.467
   0.745   0.810   0.002   1.160
   0.740  -0.085   0.035  -0.231
  -1.986   0.434   0.229   0.598
  -1.770  -0.926  -0.844  -0.782
   3.015   1.365  -0.045   1.856
  -2.253  -0.011  -0.062  -0.125
   1.756  -0.207   0.075  -0.319
  -1.504  -0.911  -0.202  -0.756
  -0.506   0.783  -0.147   0.987
   4.709   2.340   0.807   2.691
   1.681   0.932   0.512   0.914
  -0.477  -0.042   0.480  -0.352
   3.986   1.895   1.523   1.792
   1.596   2.083   1.357   2.108
  -1.827  -0.275   0.249  -0.305
  -0.926  -1.125  -0.030  -1.478
  -1.641   0.437   0.235   0.567
   2.336   0.538   0.685   0.549
   4.956   1.266   0.520   1.550
  -1.105  -0.427   0.084  -0.542
   0.665   0.357   0.408   0.348
   3.897   0.587   0.317   0.697
 -10.985  -1.053   0.055  -1.451
   0.237   0.286   0.202   0.423
   0.000   0.893   0.402   1.002
   2.106  -0.070   0.372  -0.274
  -2.579  -0.219   0.241  -0.441
   0.000   1.251   0.901   1.352
   1.415   0.293   0.229   0.316
  -0.469  -0.101   0.322  -0.294
  -1.661  -0.233   0.333  -0.370
  -1.445   0.544   0.495   0.497
   2.871   0.002   0.439  -0.226
  -2.146  -0.126   0.190  -0.104
  -0.483  -0.413   0.178  -0.637
  -1.464   0.434   0.548   0.394
   2.667   1.351   0.664   1.714
   2.130   0.470   0.263   0.569
  -1.653   0.160  -0.011   0.273
  -0.717   0.401   0.231   0.496
   0.716   1.269   0.391   1.584
   1.419   0.859   0.378   1.104
  -0.207   0.194   0.161   0.071
   1.405   0.142   0.081   0.059
  -1.405  -0.369   0.019  -0.598
   1.638   0.933   0.589   0.995
   2.067  -0.024   0.178   0.079
  -1.604  -1.781  -0.381  -2.259
   2.283   1.557   0.541   1.997
  -1.250  -0.661  -0.091  -0.823
  -1.265  -0.458  -0.008  -0.599
   1.037   0.428   0.533   0.409
   2.601  -0.044   0.630  -0.243
  -2.029   0.574   0.084   0.663
   0.794   1.170   0.355   1.448
   1.903   1.186   0.562   1.416
   0.883  -0.343  -0.162  -0.516
   1.526   0.699   0.305   0.715
   0.432  -0.875  -0.092  -1.228
   0.538   0.593   0.491   0.686
   4.506   0.460   0.680   0.316
   6.448   0.239   0.329   0.185
   4.783   0.732   0.457   0.801
   0.912   1.138   0.565   1.163
  -3.509  -0.508  -0.077  -0.533
  -2.090  -1.365  -0.284  -1.767
  -0.385  -0.423  -0.280  -0.258
   1.813   1.917   0.628   2.279
  -0.379   0.318   0.306   0.276
  -1.531   0.318   0.273   0.396
   1.055  -0.095   0.248  -0.158
   1.138  -0.198   0.176  -0.249
  -0.094   0.529   0.192   0.622
   2.425   1.081   0.643   1.055
   3.175   0.222   0.378   0.212
  -1.530  -0.523   0.067  -0.754
   1.082   0.320   0.285   0.333
   1.159   0.353   0.557   0.218
  -0.177   0.735   0.683   0.832
  -0.892  -0.706   0.103  -0.956
  -0.991  -1.769  -0.713  -1.873
  -0.453   0.140  -0.079   0.370
  -0.913  -0.889  -0.022  -1.123
  -0.368  -0.246   0.124  -0.488
   2.904   0.257   0.207   0.298
  -5.610  -2.014  -0.503  -2.625
  -3.465   0.793   0.006   1.289
   1.265   1.384   0.808   1.471
   0.483   1.333   0.864   1.431
  -1.455  -1.187  -0.171  -1.534
