0	0.32
0.78125	-0.25
1.5625	-1.39
2.34375	-1.77
3.125	-0.65
3.90625	0.56
4.6875	1.14
5.46875	1.28
6.25	0.68
7.03125	0.4
7.8125	-0.08
8.59375	-1.36
9.375	-1.39
10.15625	-0.66
10.9375	0.03
11.71875	0.67
12.5	0.7
13.28125	0.63
14.0625	0.68
14.84375	0.41
15.625	-0.27
16.40625	-1.27
17.1875	-1.71
17.96875	-1.19
18.75	0.31
19.53125	1.86
20.3125	2.1
21.09375	0.97
21.875	-0.06
22.65625	-0.66
23.4375	-1.24
24.21875	-1.01
25	-0.56
25.78125	-0.08
26.5625	0.4
27.34375	0.56
28.125	0.67
28.90625	0.75
29.6875	-0.01
30.46875	-0.42
31.25	-0.41
32.03125	-0.77
32.8125	-0.51
33.59375	0.06
34.375	0.66
35.15625	0.03
35.9375	-0.31
36.71875	0.55
37.5	0.52
38.28125	0.3
39.0625	-0.29
39.84375	-0.23
40.625	-0.25
41.40625	-0.63
42.1875	-0.07
42.96875	0.3
43.75	0.48
44.53125	-0.08
45.3125	-0.05
46.09375	0.33
46.875	0.29
47.65625	-0.02
48.4375	-0.35
49.21875	-0.2
50	-0.23
50.78125	-0.33
51.5625	-0.21
52.34375	0.14
53.125	0.84
53.90625	0.75
54.6875	0.25
55.46875	-0.46
56.25	-0.92
57.03125	-0.8
57.8125	-0.34
58.59375	0.86
59.375	0.3
60.15625	0.26
60.9375	-0.09
61.71875	0.02
62.5	0.71
63.28125	0.16
64.0625	-0.68
64.84375	-0.97
65.625	-0.77
66.40625	-0.53
67.1875	1.28
67.96875	1.81
68.75	0.91
69.53125	-0.7
70.3125	-0.96
71.09375	-0.45
71.875	-0.25
72.65625	-0.03
73.4375	-0.12
74.21875	-0.17
75	0.42
75.78125	1.15
76.5625	0.89
77.34375	-0.2
78.125	-1.6
78.90625	-1.29
79.6875	-0.28
80.46875	0.61
81.25	0.72
82.03125	0.6
82.8125	0.5
83.59375	0.24
84.375	-0.04
85.15625	-0.59
85.9375	-0.73
86.71875	-0.68
87.5	-0.57
88.28125	0.15
89.0625	0.59
89.84375	1
90.625	1.3
91.40625	0.37
92.1875	-0.73
92.96875	-1.23
93.75	-0.74
94.53125	-0.08
95.3125	0.11
96.09375	0.61
96.875	0.49
97.65625	-0.17
98.4375	-0.03
99.21875	0.36
100	0.53
100.78125	0.05
101.5625	-0.36
102.34375	-0.59
103.125	-1.04
103.90625	-0.79
104.6875	0.07
105.46875	0.69
106.25	1.19
107.03125	1.21
107.8125	0.72
108.59375	-0.49
109.375	-1.35
110.15625	-1.33
110.9375	-1
111.71875	0.17
112.5	1.23
113.28125	1.22
114.0625	0.46
114.84375	0.08
115.625	-0.16
116.40625	-0.37
117.1875	-0.46
117.96875	-0.2
118.75	-0.67
119.53125	-0.6
120.3125	0.44
121.09375	0.92
121.875	0.68
122.65625	-0.03
123.4375	-0.19
124.21875	-0.39
125	-0.59
125.78125	-0.05
126.5625	0.25
127.34375	0.25
128.125	-0.01
128.90625	-0.3
129.6875	0.79
130.46875	0.5
131.25	-0.45
132.03125	-0.85
132.8125	-0.92
133.59375	0.42
134.375	1.1
135.15625	0.51
135.9375	0.23
136.71875	-0.05
137.5	-0.27
138.28125	-0.22
139.0625	-0.45
139.84375	0
140.625	-0.5
141.40625	-0.83
142.1875	0.15
142.96875	0.5
143.75	0.69
144.53125	0.74
145.3125	0.64
146.09375	0.03
146.875	-0.91
147.65625	-0.66
148.4375	-0.77
149.21875	-1.11
150	-0.26
150.78125	1.2
151.5625	1.77
152.34375	0.53
153.125	0.27
153.90625	0.13
154.6875	-0.49
155.46875	-0.78
156.25	-1.08
157.03125	-0.53
157.8125	-0.28
158.59375	0.55
159.375	1.49
160.15625	0.81
160.9375	-0.16
161.71875	-0.35
162.5	-0.45
163.28125	-0.62
164.0625	-0.24
164.84375	0.28
165.625	0.44
166.40625	0.07
167.1875	-0.25
167.96875	-0.46
168.75	-0.05
169.53125	0.18
170.3125	0.13
171.09375	0.03
171.875	-0.37
172.65625	0.55
173.4375	0.44
174.21875	0.05
175	0.05
175.78125	-0.69
176.5625	-0.93
177.34375	-0.43
178.125	0.73
178.90625	0.96
179.6875	0.43
180.46875	-0.21
181.25	0.11
182.03125	0.75
182.8125	0.18
183.59375	-0.88
184.375	-1.33
185.15625	-0.17
185.9375	0.54
186.71875	-0.05
187.5	0.04
188.28125	0.35
189.0625	0.79
189.84375	0.7
190.625	-0.06
191.40625	-1.02
192.1875	-1.54
192.96875	-0.39
193.75	0.49
194.53125	0.51
195.3125	0.25
196.09375	-0.59
196.875	-0.11
197.65625	1.47
198.4375	1.33
199.21875	0.33
200	-1.08
200.78125	-1.96
201.5625	-1.42
202.34375	0.07
203.125	1.49
203.90625	1.88
204.6875	0.83
205.46875	-0.45
206.25	-0.94
207.03125	-0.58
207.8125	0.42
208.59375	0.18
209.375	-0.02
210.15625	-0.37
210.9375	-0.99
211.71875	-1.04
212.5	0.05
213.28125	1.08
214.0625	1.55
214.84375	1.15
215.625	0.16
216.40625	-0.93
217.1875	-2.2
217.96875	-1.4
218.75	-0.15
219.53125	1.25
220.3125	1.49
221.09375	0.86
221.875	0.76
222.65625	-0.01
223.4375	-1.09
224.21875	-1.46
225	-0.7
225.78125	0.15
226.5625	0.6
227.34375	1.01
228.125	0.75
228.90625	0.06
229.6875	-0.59
230.46875	-0.81
231.25	0.2
232.03125	0.17
232.8125	-0.14
233.59375	-0.18
234.375	-0.2
235.15625	0.41
235.9375	0.46
236.71875	0.19
237.5	-0.35
238.28125	-0.2
239.0625	0.06
239.84375	-0.2
240.625	-0.34
241.40625	-0.32
242.1875	0.37
242.96875	0.44
243.75	0.09
244.53125	0.01
245.3125	-0.07
246.09375	0.14
246.875	0.04
247.65625	-0.07
248.4375	-0.71
249.21875	-1.01
250	0.26
250.78125	1.07
251.5625	0.91
252.34375	0.31
253.125	-0.11
253.90625	-0.33
254.6875	-0.55
255.46875	-0.36
256.25	-0.17
257.03125	-0.06
257.8125	0.08
258.59375	0.43
259.375	0.69
260.15625	0.33
260.9375	-0.22
261.71875	-0.78
262.5	-0.82
263.28125	-0.03
264.0625	0.64
264.84375	0.55
265.625	0.28
266.40625	0.03
267.1875	-0.68
267.96875	-0.5
268.75	0.16
269.53125	-0.09
270.3125	-0.59
271.09375	0.13
271.875	0.75
272.65625	0.88
273.4375	0.98
274.21875	-0.29
275	-1.29
275.78125	-1.5
276.5625	-0.58
277.34375	0.38
278.125	1.15
278.90625	1.37
279.6875	0.63
280.46875	0.2
281.25	-0.55
282.03125	-0.85
282.8125	-1.07
283.59375	-0.7
284.375	0.05
285.15625	0.65
285.9375	0.85
286.71875	0.59
287.5	0.31
288.28125	0.06
289.0625	-0.53
289.84375	-0.55
290.625	-0.23
291.40625	-0.38
292.1875	-0.46
292.96875	-0.31
293.75	0.55
294.53125	0.52
295.3125	0.95
296.09375	0.95
296.875	-0.11
297.65625	-0.68
298.4375	-0.93
299.21875	-0.82
300	-0.8
300.78125	0.01
301.5625	0.88
302.34375	1.45
303.125	1.06
303.90625	-0.13
304.6875	-0.49
305.46875	-0.55
306.25	-0.71
307.03125	-0.96
307.8125	-0.71
308.59375	0.56
309.375	1.59
310.15625	1.24
310.9375	0.01
311.71875	-1.18
312.5	-1.29
313.28125	-0.1
314.0625	0.79
314.84375	1
315.625	0.32
316.40625	-0.57
317.1875	-0.99
317.96875	-0.37
318.75	0.47
319.53125	0.39
320.3125	0.1
321.09375	0.17
321.875	0.27
322.65625	-0.04
323.4375	-0.43
324.21875	-0.53
325	-0.11
325.78125	0.06
326.5625	0.17
327.34375	0.08
328.125	0.56
328.90625	0.59
329.6875	-0.28
330.46875	-0.86
331.25	-0.45
332.03125	0.62
332.8125	0.58
333.59375	-0.02
334.375	-0.38
335.15625	-0.1
335.9375	0.2
336.71875	0.08
337.5	-0.05
338.28125	-0.45
339.0625	-0.28
339.84375	0.37
340.625	0.3
341.40625	0.21
342.1875	-0.28
342.96875	-0.74
343.75	-0.89
344.53125	0.28
345.3125	1.5
346.09375	1.16
346.875	0.02
347.65625	-1.08
348.4375	-0.4
349.21875	0
350	-0.64
350.78125	-0.5
351.5625	0.14
352.34375	0.68
353.125	1.34
353.90625	0.9
354.6875	-0.4
355.46875	-0.7
356.25	-0.89
357.03125	-1.03
357.8125	-0.15
358.59375	0.32
359.375	0.67
360.15625	0.67
360.9375	0.53
361.71875	0.2
362.5	-0.66
363.28125	-0.32
364.0625	-0.3
364.84375	-0.38
365.625	-0.27
366.40625	-0.04
367.1875	0.43
367.96875	0.17
368.75	0.67
369.53125	0.68
370.3125	-0.27
371.09375	-0.6
371.875	-0.58
372.65625	-0.58
373.4375	0.28
374.21875	0.74
375	0.24
375.78125	0.09
376.5625	-0.24
377.34375	0.16
378.125	-0.18
378.90625	-0.24
379.6875	-0.06
380.46875	0.27
381.25	0.39
382.03125	-0.4
382.8125	-0.16
383.59375	-0.15
384.375	-0.21
385.15625	0.12
385.9375	0.34
386.71875	0.37
387.5	0.37
388.28125	-0.52
389.0625	-0.67
389.84375	-0.39
390.625	0.07
391.40625	0.47
392.1875	0.38
392.96875	0.59
393.75	0.34
394.53125	-0.41
395.3125	-1.21
396.09375	-0.63
396.875	0.34
397.65625	1.08
398.4375	0.6
399.21875	-0.55
400	-0.15
400.78125	0.16
401.5625	-0.02
402.34375	0
403.125	-0.13
403.90625	0.24
404.6875	-0.1
405.46875	-0.38
406.25	-0.57
407.03125	-0.84
407.8125	0.22
408.59375	0.87
409.375	0.74
410.15625	1.09
410.9375	0.47
411.71875	-0.87
412.5	-1.37
413.28125	-0.91
414.0625	0.42
414.84375	0.6
415.625	0.11
416.40625	-0.38
417.1875	0.09
417.96875	0.87
418.75	0.83
419.53125	0.43
420.3125	-0.42
421.09375	-0.81
421.875	-0.74
422.65625	-0.87
423.4375	-0.6
424.21875	0.19
425	0.85
425.78125	1.1
426.5625	0.87
427.34375	0.23
428.125	-0.49
428.90625	-0.72
429.6875	-1.06
430.46875	-0.43
431.25	0.7
432.03125	0.38
432.8125	-0.01
433.59375	-0.09
434.375	-0.04
435.15625	0.63
435.9375	0.53
436.71875	-0.14
437.5	-0.67
438.28125	-0.33
439.0625	0.2
439.84375	-0.02
440.625	-0.19
441.40625	-0.14
442.1875	-0.02
442.96875	0.07
443.75	0.37
444.53125	0.49
445.3125	0.48
446.09375	0
446.875	-0.73
447.65625	-0.96
448.4375	-0.4
449.21875	0.26
450	0.51
450.78125	0.56
451.5625	0.69
452.34375	0.38
453.125	-0.36
453.90625	-0.52
454.6875	-1.06
455.46875	-0.69
456.25	0.18
457.03125	0.28
457.8125	0.78
458.59375	0.76
459.375	0.98
460.15625	0.67
460.9375	-1.09
461.71875	-1.8
462.5	-1.25
463.28125	-0.46
464.0625	0.67
464.84375	1.13
465.625	0.77
466.40625	1.09
467.1875	1.04
467.96875	-0.09
468.75	-1.62
469.53125	-2
470.3125	-1.48
471.09375	-0.08
471.875	1.45
472.65625	1.97
473.4375	1.39
474.21875	-0.11
475	-0.25
475.78125	-0.45
476.5625	-0.99
477.34375	-0.99
478.125	-0.48
478.90625	0.53
479.6875	0.78
480.46875	0.53
481.25	0.11
482.03125	-0.21
482.8125	-0.33
483.59375	-0.3
484.375	-0.13
485.15625	0.16
485.9375	0.49
486.71875	0.39
487.5	0.02
488.28125	-0.65
489.0625	-0.62
489.84375	-0.16
490.625	-0.15
491.40625	0
492.1875	0.48
492.96875	0.8
493.75	1.05
494.53125	0.29
495.3125	-0.72
496.09375	-0.97
496.875	-1.38
497.65625	-0.99
498.4375	0.11
499.21875	1.3
500	1.94
500.78125	1.11
501.5625	0.09
502.34375	-0.3
503.125	-0.93
503.90625	-1.62
504.6875	-1.57
505.46875	-0.64
506.25	0.35
507.03125	1.66
507.8125	2.2
508.59375	1.91
509.375	0.31
510.15625	-1.57
510.9375	-1.85
511.71875	-1.65
512.5	-0.66
513.28125	0.2
514.0625	0.47
514.84375	0.99
515.625	1.45
516.40625	1.18
517.1875	0.37
517.96875	-0.61
518.75	-1.36
519.53125	-2.16
520.3125	-1.59
521.09375	0.04
521.875	1.2
522.65625	1.35
523.4375	1.61
524.21875	1.48
525	0.31
525.78125	-0.64
526.5625	-1.7
527.34375	-1.83
528.125	-0.76
528.90625	0.21
529.6875	0.87
530.46875	1.4
531.25	1.05
532.03125	0.59
532.8125	-0.39
533.59375	-0.94
534.375	-1
535.15625	-0.44
535.9375	0.41
536.71875	0.44
537.5	0.43
538.28125	-0.19
539.0625	-0.33
539.84375	-0.09
540.625	-0.17
541.40625	-0.12
542.1875	0.26
542.96875	0.46
543.75	-0.11
544.53125	-0.4
545.3125	0.09
546.09375	0.37
546.875	0.52
547.65625	-0.16
548.4375	-0.95
549.21875	-0.79
550	-0.37
550.78125	0.47
551.5625	0.99
552.34375	0.95
553.125	0.54
553.90625	0.29
554.6875	-0.33
555.46875	-1.45
556.25	-1.15
557.03125	-0.12
557.8125	0.6
558.59375	0.58
559.375	0.63
560.15625	0.42
560.9375	-0.09
561.71875	-0.2
562.5	-0.2
563.28125	-0.04
564.0625	-0.28
564.84375	-0.27
565.625	-0.5
566.40625	-0.3
567.1875	-0.03
567.96875	0.13
568.75	0.62
569.53125	1.23
570.3125	0.9
571.09375	-0.72
571.875	-1.27
572.65625	-0.84
573.4375	-0.25
574.21875	0.14
575	0.52
575.78125	1.01
576.5625	0.53
577.34375	-0.59
578.125	-0.2
578.90625	0.65
579.6875	0.03
580.46875	-0.66
581.25	-0.77
582.03125	-0.45
582.8125	0.2
583.59375	-0.01
584.375	0.21
585.15625	1.25
585.9375	1.14
586.71875	-0.24
587.5	-1.51
588.28125	-1.27
589.0625	0.01
589.84375	0.57
590.625	0.75
591.40625	0.64
592.1875	0.28
592.96875	-0.21
593.75	-0.86
594.53125	-0.87
595.3125	-0.72
596.09375	0.34
596.875	1.28
597.65625	1.22
598.4375	0.44
599.21875	-0.39
600	-0.92
600.78125	-1.06
601.5625	-0.3
602.34375	0.05
603.125	0.16
603.90625	0.59
604.6875	0.77
605.46875	0.58
606.25	-0.04
607.03125	-0.35
607.8125	-0.77
608.59375	-0.77
609.375	-0.05
610.15625	-0.2
610.9375	0.1
611.71875	0.64
612.5	0.86
613.28125	0.86
614.0625	-0.11
614.84375	-1.17
615.625	-0.9
616.40625	-0.28
617.1875	0.4
617.96875	0.69
618.75	0.42
619.53125	0.15
620.3125	0.04
621.09375	-0.61
621.875	-0.72
622.65625	0.38
623.4375	0.36
624.21875	0.1
625	-0.18
625.78125	0.51
626.5625	0.33
627.34375	-0.37
628.125	-0.7
628.90625	-0.81
629.6875	-0.32
630.46875	0.25
631.25	0.71
632.03125	1.08
632.8125	1.09
633.59375	0.02
634.375	-0.5
635.15625	-1.79
635.9375	-1.84
636.71875	-0.19
637.5	0.74
638.28125	1.32
639.0625	1.76
639.84375	1.26
640.625	0.09
641.40625	-1.33
642.1875	-1.57
642.96875	-1.32
643.75	-0.67
644.53125	0.84
645.3125	1.21
646.09375	1.27
646.875	0.83
647.65625	-0.28
648.4375	-1.21
649.21875	-1.24
650	-0.54
650.78125	0.55
651.5625	0.82
652.34375	0.65
653.125	0.31
653.90625	-0.35
654.6875	-0.66
655.46875	-0.55
656.25	-0.13
657.03125	0.23
657.8125	0.25
658.59375	0.07
659.375	0.32
660.15625	0.61
660.9375	0.24
661.71875	-0.18
662.5	-1.04
663.28125	-1.26
664.0625	-0.11
664.84375	0.77
665.625	1.06
666.40625	0.85
667.1875	0.51
667.96875	-0.03
668.75	-1.04
669.53125	-1.31
670.3125	-0.64
671.09375	0.22
671.875	1.1
672.65625	0.84
673.4375	0.81
674.21875	0.03
675	-0.49
675.78125	-0.94
676.5625	-1.5
677.34375	-0.78
678.125	0.6
678.90625	1.3
679.6875	0.96
680.46875	0.8
681.25	0.24
682.03125	-0.22
682.8125	-1.13
683.59375	-1.18
684.375	-1.39
685.15625	-0.65
685.9375	0.77
686.71875	1.34
687.5	1.61
688.28125	1.58
689.0625	0.4
689.84375	-1.19
690.625	-1.9
691.40625	-1.63
692.1875	-0.46
692.96875	0.56
693.75	1.57
694.53125	1.31
695.3125	0.71
696.09375	-0.03
696.875	-0.42
697.65625	-1.19
698.4375	-0.96
699.21875	-0.15
700	0.12
700.78125	0.4
701.5625	0.32
702.34375	0.37
703.125	0.31
703.90625	0.38
704.6875	-0.24
705.46875	-0.98
706.25	-1.21
707.03125	-0.69
707.8125	0.49
708.59375	1.18
709.375	0.9
710.15625	0.65
710.9375	0.52
711.71875	-0.01
712.5	-1.35
713.28125	-2.07
714.0625	-0.85
714.84375	0.76
715.625	1.49
716.40625	1.58
717.1875	1.07
717.96875	-0.05
718.75	-0.74
719.53125	-1.28
720.3125	-1.15
721.09375	-0.44
721.875	-0.1
722.65625	1.02
723.4375	1.34
724.21875	0.4
725	-0.46
725.78125	-0.66
726.5625	0.2
727.34375	0.3
728.125	-0.18
728.90625	-0.61
729.6875	-1.02
730.46875	-0.82
731.25	0.12
732.03125	1.29
732.8125	1.54
733.59375	0.86
734.375	0.09
735.15625	-0.84
735.9375	-1.62
736.71875	-1.46
737.5	-0.69
738.28125	0.86
739.0625	2.03
739.84375	1.63
740.625	0.66
741.40625	-0.6
742.1875	-1.37
742.96875	-1.36
743.75	-1.09
744.53125	-0.15
745.3125	1.02
746.09375	1.77
746.875	1.52
747.65625	0.15
748.4375	-1.03
749.21875	-1.11
750	-0.61
750.78125	-0.97
751.5625	-0.43
752.34375	0.76
753.125	0.71
753.90625	0.72
754.6875	0.65
755.46875	0.48
756.25	-0.14
757.03125	-0.71
757.8125	-1.34
758.59375	-1.08
759.375	0.08
760.15625	0.38
760.9375	0.58
761.71875	0.74
762.5	0.77
763.28125	0.44
764.0625	0.11
764.84375	-0.37
765.625	-1.04
766.40625	-1.03
767.1875	-0.31
767.96875	0.54
768.75	0.65
769.53125	0.73
770.3125	0.48
771.09375	-0.15
771.875	-0.28
772.65625	-0.61
773.4375	-0.44
774.21875	0.19
775	0.27
775.78125	0.18
776.5625	0.36
777.34375	0.04
778.125	-0.19
778.90625	-0.39
779.6875	-0.72
780.46875	0.05
781.25	0.28
782.03125	0.01
782.8125	0.1
783.59375	0.37
784.375	0.51
785.15625	0.55
785.9375	-0.18
786.71875	-0.84
787.5	-0.87
788.28125	-0.78
789.0625	0.15
789.84375	0.52
790.625	0.71
791.40625	1.02
792.1875	0.75
792.96875	-0.07
793.75	-0.62
794.53125	-0.91
795.3125	-0.94
796.09375	-0.24
796.875	0.08
797.65625	0.47
798.4375	0.4
799.21875	0.64
800	1.12
800.78125	0.01
801.5625	-0.58
802.34375	-0.62
803.125	-0.68
803.90625	-0.68
804.6875	-0.71
805.46875	-0.08
806.25	0.88
807.03125	1.56
807.8125	1.21
808.59375	0.33
809.375	-0.56
810.15625	-0.97
810.9375	-1.24
811.71875	-1.41
812.5	-0.53
813.28125	0.85
814.0625	1.31
814.84375	1.01
815.625	0.7
816.40625	0.65
817.1875	-0.1
817.96875	-1.05
818.75	-1.29
819.53125	-1.68
820.3125	-0.62
821.09375	0.82
821.875	1.74
822.65625	1.4
823.4375	0.6
824.21875	0.16
825	-0.73
825.78125	-0.9
826.5625	-1.34
827.34375	-0.84
828.125	0.54
828.90625	1.01
829.6875	0.8
830.46875	0.46
831.25	0.26
832.03125	-0.38
832.8125	-0.58
833.59375	-0.26
834.375	-0.39
835.15625	-0.39
835.9375	0
836.71875	0.28
837.5	0.32
838.28125	0.3
839.0625	0.39
839.84375	0.56
840.625	-0.56
841.40625	-0.87
842.1875	-0.27
842.96875	-0.16
843.75	0.01
844.53125	-0.48
845.3125	0.05
846.09375	1.09
846.875	1.48
847.65625	0.73
848.4375	-0.87
849.21875	-1.32
850	-0.66
850.78125	-0.19
851.5625	0.33
852.34375	0.81
853.125	0.52
853.90625	-0.18
854.6875	-0.1
855.46875	-0.02
856.25	-0.48
857.03125	-0.25
857.8125	0.29
858.59375	0.6
859.375	-0.34
860.15625	-0.77
860.9375	0.05
861.71875	0.32
862.5	0.24
863.28125	-0.59
864.0625	-0.34
864.84375	0.8
865.625	0.74
866.40625	0.15
867.1875	0.01
867.96875	-0.17
868.75	-1.02
869.53125	-0.95
870.3125	-0.34
871.09375	0.4
871.875	0.62
872.65625	1.04
873.4375	1.17
874.21875	0.37
875	-0.5
875.78125	-1.26
876.5625	-1.01
877.34375	-0.54
878.125	-0.01
878.90625	0.49
879.6875	1.14
880.46875	0.95
881.25	0.13
882.03125	-0.53
882.8125	-0.69
883.59375	-0.11
884.375	-0.11
885.15625	-0.33
885.9375	-0.11
886.71875	0.07
887.5	0.2
888.28125	0
889.0625	0.09
889.84375	0.39
